Feature,p_value,log2fc,-log10(p),Taxon
96965cf8fb0f7a18758e1fd46644d942,0.027119633871937655,1.392738630776168,1.566716177949166,g__Selenomonas
02bd5e3167462e56106f8e69bfe709a7,0.027398672019865268,5.285392826243502,1.5622704863920636,f__Prevotellaceae
1e5dad49ce4cf5ea73f5116b00b73b0d,0.027552450736251285,19.577388119571623,1.5598397654548966,s__uncultured_bacterium
671c2551879a77ccb04a611b812c1297,0.027665410995451556,2.8929730811725407,1.5580628735528161,g__Fusobacterium
9df97235adf17d9d10745b1546cc8530,0.02793247067133821,21.62063992080408,1.5538906485641881,f__Prevotellaceae
9f9bf14803b9554d02b6129d16edc36a,0.02815754900640883,20.446142752040107,1.5504051513523156,s__uncultured_Leptotrichia
c1d397f1504bbf8fb2a0587a3f1d11b1,0.02816950834520489,-1.7879765654385131,1.5502207328803204,s__Dickeya_phage
9d188e4057356d7b8783af8a8f187c1f,0.029223462556147297,2.981851418416515,1.5342683277604787,g__Fusobacterium
35cfbef5f4eb57625ab55a6056e97396,0.02999622307135443,5.965679947081661,1.5229334253647664,s__uncultured_Gram-positive
a35b336b4e416e827fe86f7012171a85,0.030679383970232444,-23.921103149909744,1.513153365095115,s__Prevotella_veroralis
fdb7efbcd3b80c521dafaecc920b2d4e,0.031299750295944076,22.859890734987133,1.5044591271668477,c__Bacteroidia
7e14e59e47e819ecb8252cce526e7187,0.031422166540092625,-22.560032941989018,1.5027638739119435,g__Veillonella
97fed9e4a350be4a9c81278f53030a92,0.032678108482522075,-21.9241894014819,1.4857430898194721,s__Dickeya_phage
9cf19954e1a33b201e9f9b62210509fa,0.03269240337895638,-21.459817179230573,1.4855531511280662,g__Leptotrichia
ef00027c614835d485d01b5c473c5996,0.033313959948122356,-21.251533055195132,1.47737374072819,c__Bacilli
e13e65238e18d3b34cb7a36d95833860,0.033403663444560146,-25.55745135457426,1.4762059006582182,s__Dickeya_phage
ebead322468f5c1772f56ec862eb5420,0.034041618940145124,2.3827133008661385,1.467989794061819,g__Incertae_Sedis
9a9876beee0bf5df3b4054a63c996015,0.03425622033797787,5.432694526354629,1.4652605566335872,s__unidentified
96c8c7898430a1a1b34aa73d00a55050,0.034304512734514736,2.8744680276982715,1.46464874506558,s__Streptococcus_pneumoniae
c6824c90360020103de99f903db08c98,0.03440915154344839,-2.5554483980503395,1.4633260360260163,s__Dickeya_phage
ffd8d178cb4e1453fc1e9e17a79a2c8d,0.03490924360783229,1.9830453860618935,1.4570595611114414,s__Prevotella_micans
dc83b449ba333f5a67de7ae94bea4acc,0.035380889674122486,-3.5963580001087787,1.4512312506884733,g__Chryseobacterium
a1b9a0e88f2fe055eda11c4d63d8ba5f,0.035444263497327114,17.94135532189378,1.4504540435006907,s__Treponema_pectinovorum
1c82f571a73a6e060bf6ad00179bab76,0.03571727537571063,20.174840939164593,1.4471216778469143,s__Streptomyces_sp.
4d6f806d44e2fc446493f77191ef3219,0.03591211442267771,-24.996045607324813,1.4447590238611827,s__Dickeya_phage
02723523e1df4d49a4a6e98dc94e8531,0.035923076317683836,2.3292783690604297,1.4446264790596657,o__Bacteroidales
0333078933d923c350495bb955442a5f,0.03594811144488668,-25.06561069166589,1.444323920597056,s__Dickeya_phage
ecb0296ba140da4573861b8118cf88f9,0.036201948197700305,1.133389521921785,1.4412680574020718,s__Selenomonas_sputigena
2d69ca0fac775d79041a26379f888d94,0.036286977476592215,2.572963871752723,1.4402492048472562,o__Bacillales
b9da6988cefa2fadd686fe6784e6f8a8,0.03634874000309867,1.8639322979075628,1.439510638977863,s__Catonella_sp.
4a34c6a245c7aa04e1ad3be387b07532,0.0363679571787559,21.55844517890678,1.4392810929763682,f__Lachnospiraceae
abf578a4e4913bc03fc71108cbf27f5c,0.036601944365643686,6.681144730778972,1.4364958434350796,o__Bacteroidales
387d7280d803c6ef70ba3437c2a963cc,0.03687221912880236,3.3063041814157934,1.4333007238966922,d__Bacteria
5e1a4d9a968fb79949ea4778e1f79586,0.03719210983063683,-24.00918371006384,1.4295491843241872,s__Prevotella_veroralis
c15636e8fa22022d7bed59411bfbc937,0.03750538658000943,-1.897535000765759,1.42590635376628,d__Bacteria
6f4757da233357847844b30ac91c90a6,0.0377184549859991,19.14128965563713,1.4234461050332605,s__uncultured_Leptotrichia
be6e55980bd1f093fba812dba7c5c72b,0.03781080907866904,2.386830624720913,1.4223840294705257,s__Dickeya_phage
a4d39af0e2e7316d74a4b942fa379768,0.03801466452360871,-2.9405563870047935,1.420048837774582,c__Bacilli
6011441c6eb4f9a5c517c06b55fa411d,0.03809991063176403,-2.288568293164782,1.419076043016697,d__Bacteria
cc4b117cafe5397f32a6ab9d2dc0b077,0.03833642001042332,-21.688998692762652,1.4163884455088454,g__Leptotrichia
7d95d5da8b3161e3ec2194e2587638d6,0.038427532671061415,1.2985929999854815,1.4153574995258393,g__Pseudoleptotrichia
3275b0fc0cdc5ac7505c4d9292bd998e,0.03856854660276329,-25.10258367133962,1.4137667265550813,s__Dickeya_phage
f596b6dd413fb4ed5ea570f091bd485c,0.038788348266917204,-25.20940157904429,1.4112987136671906,s__Dickeya_phage
3e6d29242a3c6c03c73b9a39ec0a4a39,0.03892118882722648,1.9360676507980226,1.409813902904733,f__Prevotellaceae
f29237b2a344a97865a53ff95dc3d0ad,0.038982058049949135,21.490119928997757,1.4091352361229128,s__nitrogen-fixing_bacterium
c0ef3e6306621fa2a76ca65eee6baf2b,0.039158326690925775,4.620216646558198,1.4071758746938245,s__Streptococcus_pneumoniae
8d17417e09c4774765a9f0924bbb892a,0.03969840982935839,22.16025670499493,1.4012268891100896,o__Bacteroidales
41f5554d45302dafdf5627ba66813463,0.040056253549607145,-1.7428414017688105,1.3973296725866098,o__Bacteroidales
1084a51942633d8ca53832448c16da61,0.0402596251107179,3.48857402181117,1.3951302734887099,s__Bulleidia_extructa
9ba0ff405bc7145132a172b87a6b760e,0.04094983104874641,3.1426694125023844,1.3877478857167131,d__Bacteria
5d8c1bc489dfec48d94ae2752006d01c,0.04143925995441864,-23.60071889267252,1.3825880090683778,s__Dickeya_phage
15bfa83bd6ef741b9465814d1e5bb2ce,0.04149512783697641,17.375760897284433,1.38200289311282,s__Treponema_parvum
f029f0c20683b1c90ce8e2d2832b37fe,0.04168648413124436,2.124059995064741,1.3800047320454163,o__Bacteroidales
51b1f05e167325c658bc16d6cbca265e,0.04195899640680954,22.16025670499493,1.377174907995094,s__Streptomyces_sp.
0fde568b22982615eed1d2fdf85288e7,0.04226410415627106,-24.80201721828467,1.3740283320381803,s__Dickeya_phage
e28aef8a2b40257268032b2c9ac82463,0.044079545741730224,-2.9521634456744343,1.3557628897206193,d__Bacteria
1735eba6bde3424dd02ee5f055b0bedf,0.04423096659501575,4.120975424005734,1.3542735697351969,g__Hoylesella
3824c64e85655e0e30b5bf219a113643,0.04437119524941387,-1.1500238479660776,1.3528988723149218,g__Staphylococcus
49c08cdad326330d00512acf0f42c6ac,0.04452745900996195,-6.080303770848739,1.3513720874746287,d__Bacteria
9e1863547678b2d35c4bc1461338f58b,0.04460632498583154,4.895385197262582,1.350603555824052,d__Bacteria
b93da8274641ad59a0da66733eca9452,0.04480426091850561,-3.479215016959395,1.3486806823098831,s__Streptococcus_pneumoniae
2c2125ab6dd5a43e38ed847ee42a2deb,0.04500285059725149,3.778438589013842,1.346759976014732,s__Treponema_zuelzerae
8a8fa5c1b917d9e4c2ac84cb734ec612,0.045103368652031635,2.1029601804745988,1.3457910205975583,g__Fusobacterium
67e00b16265f8fa73179118fa880cb4f,0.04555543168699419,0.8766515146993937,1.3414598335965464,s__Streptococcus_pneumoniae
a7544cac86aca04d8386848d5dca054f,0.0458074927964922,3.2967893624312463,1.3390634780219208,g__Fusobacterium
539f127cde43e8eef5683db74f6495fe,0.04598271302423876,5.126258748163786,1.3374054085191867,g__Fusobacterium
4f5f5e5f4a346d2b3b4d8daf023ddfc2,0.04605828326595165,0.5424866342688311,1.3366922535628154,g__Streptococcus
cee9efb78d3aa60d0705c439753ff157,0.04613563094680301,-20.309326162869578,1.3359635356392963,f__Lachnospiraceae
1c99f75b671fb9858a8ef29472cb14af,0.0464351168797549,2.2383134617760447,1.333153456971365,s__uncultured_bacterium
1300fc4a9891ce93160720e4d8b772d0,0.04700462674572477,-4.661207517698935,1.3278593916123396,g__Actinobacillus
64d6b061305f4de705fe099159cccdd6,0.04719309140525805,-1.8793403165943166,1.326121573064536,s__Streptomyces_sp.
cee872cec39e41580e1d8f1832290a52,0.04727776616409262,-21.08504369853673,1.3253430517022433,s__Dickeya_phage
8116b72b91f5cb31c80943adf7d890d5,0.047340723799241397,2.5075422771848968,1.3247651063644028,g__Fusobacterium
dffe16fdf134a8a314c67b4ee7278a87,0.04766838947295193,1.2354335044714038,1.3217695209243427,g__Granulicatella
e7e43f708395eada1eeff355a93a3787,0.04825981626223912,-2.0147748832765497,1.3164143358969298,g__Streptococcus
2c8355f561838a87f30917e27fe98b33,0.04847766114514843,-4.656408128807247,1.314458341322352,g__Actinobacillus
2b28554389e7ffc4393d1e1f128c73d6,0.04849501502302929,4.053862539221144,1.3143029017948162,o__Bacillales
c412c45061292017e79cebc171ab13bf,0.04859764732720582,1.9707450419521069,1.313384754967007,g__Catonella
821fbca1b8e3135bf3528541c49a689b,0.04870160163704519,1.341646035012837,1.3124567560195977,s__Prevotella_maculosa
d4428a57bd8c4f2762a6495b797d7047,0.048704404636132445,1.4524818921975082,1.3124317611125424,s__Fusobacterium_nucleatum
2a70d865f1e2538310ae43aa53535814,0.04870747479226718,22.203571737578656,1.312404385562945,f__Prevotellaceae
b6a41d7519b920c087eea68c154aaaba,0.04930953867255949,21.36852137788606,1.3070690605980244,d__Bacteria
a41c57ff1e8ec018553853f809d65832,0.04940616687796202,2.5114635299082613,1.3062188390538128,c__Bacilli
a5276505a4280a4bab567ed9caf97730,0.04948478339461671,2.0162981838628453,1.3055283263937933,s__uncultured_bacterium
b8c04b337bfbe3eec3626d43f97cef9b,0.049600080543473674,3.577651811825893,1.304517618276783,d__Bacteria
8d0bf334477275c940e7e24651335871,0.05006163982894217,3.335057424041239,1.300494928659143,s__Streptococcus_pneumoniae
89ffc4e65668efaf82771666f9427875,0.05009111668782168,-21.532796599915144,1.3002392864188275,d__Bacteria
1dadc8fab558ba2ad8549c1b9d9dc099,0.050299619827847766,2.5918158107466507,1.2984352973952025,o__Bacteroidales
336e07ef2fae6f4e173b0140a5955178,0.0503355024304936,6.013789738537258,1.2981255920629862,d__Bacteria
e0c5f72d7e6a06d84ba59590fe0ced4e,0.050449639936326285,2.2162497076297183,1.29714192901527,o__Bacteroidales
b730ff3c265d1b0ff8407a82d1c7d2ab,0.05080998838790148,-0.9958588820136467,1.2940509043432151,s__uncultured_bacterium
a80cb1ce635e73ea08c393a71038b3fc,0.050814631807929535,21.0126676765352,1.2940112168798257,g__Leptotrichia
f8ae86e16043771dec43d6a16f28eefc,0.05085628708511214,0.8836560137605906,1.2936553499666168,g__Parvimonas
4ea59425d3c579314b92b332755e4e17,0.050993675910556216,1.3886865112973907,1.2924836805187117,f__Fusobacteriaceae
6af14f55847f44f5858c56afaa13bc71,0.05116024896370627,2.227484340121072,1.2910673507590456,s__Streptococcus_pneumoniae
7bba9a0c454788a7cae65d5ef08a2ab3,0.051634346413907364,-0.7007546404567637,1.287061315895509,g__Oribacterium
ff6a8a64362cc73a76e4b56fea2e942f,0.05167795643377509,20.77081602015316,1.2866946685246325,f__Prevotellaceae
a5f2c1310bb5be03c682932aeee6ff7b,0.05183811132474449,21.305543968611396,1.2853508299805143,f__Prevotellaceae
ae671c9c7ec05a72a3f142fd8bf6f349,0.05213494296451812,-21.868887713257458,1.2828710972397603,c__Bacilli
aeefc3263be6f6edbbae94595f7a9983,0.052262138769755793,2.5872062887308065,1.281812821227588,o__Bacteroidales
8e369befc6d2b85804448c18f8125a5c,0.05235321384289658,-2.3098038274243717,1.2810566528314855,s__Dickeya_phage
2b4ff326b48a150bc4d6f45279108896,0.05248785519046179,23.118836628196107,1.2799411734307242,o__Bacteroidales
933771bd1565006dac4ead1ffa54fa84,0.052490032020124845,5.636598644120428,1.279923162302172,f__Spirochaetaceae
feb3ec712bd8a33290051e14b9d1c254,0.05313649989209568,-1.0116272065775036,1.2746070560155354,s__Corynebacterium_durum
9c720ae7e0c669034bbe62acac516dab,0.05318068824257434,21.18310794225193,1.274246046507684,s__nitrogen-fixing_bacterium
525d4d626af1bc905fc88f91e8472715,0.053791631675160254,-21.564786703731798,1.269285281954058,d__Bacteria
407356e454f0ecf8e0898fa7f95c1d9a,0.0543158260127447,2.771806002462283,1.265073611505209,c__Bacilli
a9824ecf973baf098115fc6c9895cc6e,0.05455897083179684,3.748916424700282,1.263133830548923,g__Olsenella
5a24e8f39ccd52069a5e9208e627301a,0.05469856258058352,22.480089320677447,1.2620240863086747,o__Bacteroidales
e311958c99be0b07dc8af077a8402c29,0.054782194392493024,-20.85083806007504,1.2613605753412152,g__Streptococcus
765a460e92d5726c9852a7eff2a0dd9b,0.05486715677817381,3.502435887725036,1.2606875444064904,g__Incertae_Sedis
a830ae067a5dfa7490da4f91e2f46f40,0.05499519156536299,-2.937260321500491,1.2596752808315688,g__Campylobacter
9df162a2aabbd5ed06b4d5b3fff5bdbd,0.05558428806647656,1.8979485392975002,1.2550479524889502,s__Dickeya_phage
bfb34b1dec619e028a2f31bde30b63eb,0.05561972518159097,4.416639532653801,1.25477116132611,s__uncultured_Gram-positive
23b2ca260384065538dde70e6b5476d0,0.05580773816428071,21.98692514140334,1.2533055786780627,o__Bacteroidales
353fe12798e24c13a4256e0f679eb8b4,0.055929490449141805,5.181300303382127,1.2523591373342589,s__Phocaeicola_abscessus
cda62bcee16b3f16affb0fb8e488ec24,0.05593623299680883,22.1706883826513,1.2523067843675215,o__Bacteroidales
23322d1e9a52d833e648678af1240738,0.05593757845366327,-17.31686756168903,1.2522963382321843,g__Candidatus_Saccharimonas
a6f4905a3a6076f2681e01b970180ea1,0.055968456965082555,20.674411591925047,1.2520566663072707,g__Desulfovibrio
eea51d0d449eb1463908f30cc93e8eae,0.05620486544498247,-0.9754079139630814,1.2502260875546678,o__Bacteroidales
9d80ea900757711afee0f75c72b5af3e,0.056212014822451396,-21.516531550943597,1.2501708478934959,s__Dickeya_phage
a77503396b9644f2143ca44782df28a2,0.05622168405377523,0.8938344038559548,1.2500961497583192,s__uncultured_organism
37a87837b5f076b09080e79232c3c047,0.056264098134216935,-22.350281996563403,1.2497686381100823,s__Streptococcus_pneumoniae
c0984ac0f8546ba7a2ea3ffe3f9b369b,0.05667250963708223,22.50832949875256,1.2466275550062285,s__Dickeya_phage
ea73acc69ee075f88d624de18762f476,0.05692666800731596,21.762563766234067,1.2446842352712721,o__Bacteroidales
32f6d44baea3984c572ffa48b895e977,0.05693544282646571,1.5101905619105758,1.244617297191237,s__uncultured_bacterium
ffc4ca6ab652e0f9e850f0abacf11f11,0.056940629876290734,20.199502972740767,1.2445777330042318,s__uncultured_Leptotrichia
13046b391f986d28a8e6f1e37526c244,0.05732680956094304,-21.23969144731323,1.2416422275717935,c__Bacilli
e93d6cb38868b403efe3558ade4346e0,0.0573434770251154,20.53279707542202,1.241515977119582,g__Fusobacterium
f66984c2bd4320fdf4ce603f5f5c12f4,0.0574533563004153,5.065986321581489,1.2406845956933015,s__Campylobacter_ureolyticus
4f678cb94b9b038b037f3422a1e4409e,0.05754485850189909,21.324353811175918,1.2399934734938634,f__Prevotellaceae
6aae78c8ba68df0933fc499546043929,0.05760454478875837,-2.686494929313705,1.2395432509723567,o__Bacteroidales
